,Date,month,year,Block,NumMosquitos,Species_CULEX_PIPIENS,Species_CULEX_RESTUANS,Species_CULEX_PIPIENS_RESTUANS,Tmax_Station,Tmin_Station,Tavg_Station,Depart_Station,DewPoint_Station,WetBulb_Station,PrecipTotal_Station,StnPressure_Station,SeaLevel_Station,ResultSpeed_Station,rel_hum_station,MA_30_Tavg_Station,MA_30_PrecipTotal_Station,MA_30_rel_hum_station,Latitude,Longitude,WnvPresent
29,6/5/07,6,2007,42,1,0,0,1,64,47,56,-9,48,51.0,29.79,5.2,5.0,7.6,70.975911,69.0,30.0185,58.5096472,41.896282,-87.655232,0
30,6/5/07,6,2007,37,2,0,0,1,64,47,56,-9,48,51.0,29.79,5.2,5.0,7.6,70.975911,69.0,30.0185,58.5096472,41.906638,-87.701431,0
31,6/5/07,6,2007,49,1,0,1,0,64,47,56,-9,48,51.0,29.79,5.2,5.0,7.6,70.975911,69.0,30.0185,58.5096472,41.907645,-87.760886,0
32,6/5/07,6,2007,18,2,0,1,0,64,47,56,-9,48,51.0,29.79,5.2,5.0,7.6,70.975911,69.0,30.0185,58.5096472,41.9216,-87.666455,0
33,6/5/07,6,2007,36,1,0,1,0,64,47,56,-9,48,51.0,29.79,5.2,5.0,7.6,70.975911,69.0,30.0185,58.5096472,41.9216,-87.666455,0
34,6/5/07,6,2007,40,3,0,1,0,64,47,56,-9,48,51.0,29.79,5.2,5.0,7.6,70.975911,69.0,30.0185,58.5096472,41.9216,-87.666455,0
35,6/5/07,6,2007,41,1,1,0,0,64,47,56,-9,48,51.0,29.79,5.2,5.0,7.6,70.975911,69.0,30.0185,58.5096472,41.720848,-87.666014,0
36,6/5/07,6,2007,41,3,0,0,1,64,47,56,-9,48,51.0,29.79,5.2,5.0,7.6,70.975911,69.0,30.0185,58.5096472,41.918704999999996,-87.752329,0
37,6/5/07,6,2007,40,1,0,0,1,64,47,56,-9,48,51.0,29.79,5.2,5.0,7.6,70.975911,69.0,30.0185,58.5096472,41.919343,-87.694259,0
38,6/5/07,6,2007,70,1,0,0,1,64,47,56,-9,48,51.0,29.79,5.2,5.0,7.6,70.975911,69.0,30.0185,58.5096472,41.919343,-87.694259,0
39,6/5/07,6,2007,70,10,0,1,0,64,47,56,-9,48,51.0,29.79,5.2,5.0,7.6,70.975911,69.0,30.0185,58.5096472,41.921965,-87.632085,0
40,6/5/07,6,2007,72,1,0,1,0,64,47,56,-9,48,51.0,29.79,5.2,5.0,7.6,70.975911,69.0,30.0185,58.5096472,41.688324,-87.676709,0
41,6/5/07,6,2007,65,9,0,1,0,64,47,56,-9,48,51.0,29.79,5.2,5.0,7.6,70.975911,69.0,30.0185,58.5096472,41.731922,-87.677512,0
42,6/5/07,6,2007,79,2,0,1,0,64,47,56,-9,48,51.0,29.79,5.2,5.0,7.6,70.975911,69.0,30.0185,58.5096472,41.731922,-87.677512,0
43,6/5/07,6,2007,45,1,0,1,0,64,47,56,-9,48,51.0,29.79,5.2,5.0,7.6,70.975911,69.0,30.0185,58.5096472,41.731922,-87.677512,0
44,6/5/07,6,2007,91,2,0,1,0,64,47,56,-9,48,51.0,29.79,5.2,5.0,7.6,70.975911,69.0,30.0185,58.5096472,41.846075,-87.716277,0
45,6/5/07,6,2007,79,1,0,0,1,64,47,56,-9,48,51.0,29.79,5.2,5.0,7.6,70.975911,69.0,30.0185,58.5096472,41.891118,-87.65449100000001,0
46,6/5/07,6,2007,53,1,0,0,1,64,47,56,-9,48,51.0,29.79,5.2,5.0,7.6,70.975911,69.0,30.0185,58.5096472,41.932094,-87.700117,0
47,6/5/07,6,2007,53,2,0,1,0,64,47,56,-9,48,51.0,29.79,5.2,5.0,7.6,70.975911,69.0,30.0185,58.5096472,41.682587,-87.707973,0
48,6/5/07,6,2007,58,2,0,1,0,64,47,56,-9,48,51.0,29.79,5.2,5.0,7.6,70.975911,69.0,30.0185,58.5096472,41.682587,-87.707973,0
49,6/5/07,6,2007,65,2,0,0,1,64,47,56,-9,48,51.0,29.79,5.2,5.0,7.6,70.975911,69.0,30.0185,58.5096472,41.94983,-87.69845699999999,0
50,6/5/07,6,2007,11,2,1,0,0,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.662014,-87.72460799999999,0
51,6/5/07,6,2007,11,1,0,0,1,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.662014,-87.72460799999999,0
52,6/5/07,6,2007,11,1,0,1,0,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.662014,-87.72460799999999,0
53,6/5/07,6,2007,11,1,0,0,1,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.801497999999995,-87.763416,0
54,6/5/07,6,2007,11,2,0,1,0,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.732984,-87.649642,0
55,6/5/07,6,2007,14,3,0,1,0,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.725516999999996,-87.61425799999999,0
56,6/5/07,6,2007,15,3,0,1,0,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.878114000000004,-87.629798,0
57,6/5/07,6,2007,22,1,0,1,0,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.723195000000004,-87.64997,0
58,6/5/07,6,2007,15,1,1,0,0,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.868077,-87.666901,0
59,6/5/07,6,2007,15,1,0,0,1,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.868077,-87.666901,0
60,6/5/07,6,2007,15,2,0,1,0,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.994469,-87.667736,0
61,6/5/07,6,2007,17,2,0,0,1,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,42.006858,-87.675919,0
62,6/5/07,6,2007,35,8,0,1,0,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.944869,-87.832763,0
63,6/5/07,6,2007,21,1,0,1,0,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.948167,-87.730698,0
64,6/5/07,6,2007,21,1,0,0,1,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.948167,-87.730698,0
65,6/5/07,6,2007,21,1,0,1,0,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.953067,-87.776792,0
66,6/5/07,6,2007,22,3,0,1,0,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.953067,-87.776792,0
67,6/5/07,6,2007,22,4,0,1,0,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.95469,-87.800991,0
68,6/5/07,6,2007,22,1,1,0,0,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.95469,-87.800991,0
69,6/5/07,6,2007,22,1,0,0,1,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.95469,-87.800991,0
70,6/5/07,6,2007,11,7,0,1,0,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.958271,-87.702575,0
71,6/5/07,6,2007,25,1,0,1,0,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.958271,-87.702575,0
72,6/5/07,6,2007,25,1,0,1,0,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.963976,-87.69181,0
73,6/5/07,6,2007,28,1,0,1,0,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.979243,-87.750938,0
74,6/5/07,6,2007,35,3,0,0,1,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.961743,-87.76007,0
75,6/5/07,6,2007,42,2,0,0,1,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.961743,-87.76007,0
76,6/5/07,6,2007,42,4,0,1,0,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.986921,-87.689778,0
77,6/5/07,6,2007,89,1,0,1,0,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.999128999999996,-87.795585,0
78,6/5/07,6,2007,11,1,0,0,1,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.999128999999996,-87.795585,0
79,6/5/07,6,2007,38,1,0,1,0,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.916265,-87.800515,0
80,6/5/07,6,2007,43,3,0,1,0,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.916265,-87.800515,0
81,6/5/07,6,2007,10,1,0,1,0,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,42.011601,-87.81150600000001,0
82,6/5/07,6,2007,42,1,1,0,0,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.974089,-87.824812,0
83,6/5/07,6,2007,50,1,0,0,1,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.974089,-87.824812,0
84,6/5/07,6,2007,93,1,0,0,1,63,51,57,-9,47,52.0,0.27,29.16,29.78,6.2,71.47153713,70.16666667,0.094666667,56.11534213,41.981964000000005,-87.812827,0
85,6/26/07,6,2007,41,1,0,0,0,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.869107,-87.69629300000001,0
86,6/26/07,6,2007,40,1,0,0,1,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.721474,-87.648064,0
87,6/26/07,6,2007,41,1,0,0,1,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.867108,-87.654224,0
88,6/26/07,6,2007,41,4,0,1,0,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.868142,-87.696269,0
89,6/26/07,6,2007,53,1,0,0,1,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.868142,-87.696269,0
90,6/26/07,6,2007,42,6,0,1,0,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.896282,-87.655232,0
91,6/26/07,6,2007,58,1,0,0,1,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.906638,-87.701431,0
92,6/26/07,6,2007,49,1,0,0,1,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.906638,-87.701431,0
93,6/26/07,6,2007,60,1,0,0,1,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.9216,-87.666455,0
94,6/26/07,6,2007,40,4,0,1,0,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.9216,-87.666455,0
95,6/26/07,6,2007,61,2,0,0,1,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.966986999999996,-87.674677,0
96,6/26/07,6,2007,58,9,0,1,0,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.919343,-87.694259,0
97,6/26/07,6,2007,18,2,0,1,0,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.852652,-87.719887,0
98,6/26/07,6,2007,60,1,0,1,0,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.852652,-87.719887,0
99,6/26/07,6,2007,45,1,0,1,0,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.688324,-87.676709,0
100,6/26/07,6,2007,46,2,0,1,0,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.688324,-87.676709,0
101,6/26/07,6,2007,70,2,0,1,0,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.731922,-87.677512,0
102,6/26/07,6,2007,70,3,0,0,1,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.846283,-87.656913,0
103,6/26/07,6,2007,53,3,0,1,0,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.891118,-87.65449100000001,0
104,6/26/07,6,2007,72,2,0,0,1,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.891118,-87.65449100000001,0
105,6/26/07,6,2007,72,2,0,1,0,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.843810999999995,-87.686763,0
106,6/26/07,6,2007,75,2,0,0,1,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.932094,-87.700117,0
107,6/26/07,6,2007,75,2,0,1,0,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.857402,-87.694991,0
108,6/26/07,6,2007,79,1,0,1,0,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.682587,-87.707973,0
109,6/26/07,6,2007,62,1,0,0,1,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.682587,-87.707973,0
110,6/26/07,6,2007,62,4,0,1,0,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.94983,-87.69845699999999,0
111,6/26/07,6,2007,65,1,0,0,1,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.662014,-87.72460799999999,0
112,6/26/07,6,2007,65,1,0,1,0,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.662014,-87.72460799999999,0
113,6/26/07,6,2007,68,1,0,1,0,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.662014,-87.72460799999999,0
114,6/26/07,6,2007,36,2,0,0,1,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.719059,-87.675088,0
115,6/26/07,6,2007,36,4,0,1,0,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.719059,-87.675088,0
116,6/26/07,6,2007,70,6,0,1,0,92,70,81,10,69,72.0,30.11,6.1,22.0,7.1,64.68008351,72.48333333,29.97266667,60.9926608,41.878114000000004,-87.629798,0
117,6/26/07,6,2007,10,1,1,0,0,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.891126,-87.61156,0
118,6/26/07,6,2007,10,2,0,1,0,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.891126,-87.61156,0
119,6/26/07,6,2007,11,2,0,0,1,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.868077,-87.666901,0
120,6/26/07,6,2007,11,1,0,0,1,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.868077,-87.666901,0
121,6/26/07,6,2007,11,1,0,1,0,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.868077,-87.666901,0
122,6/26/07,6,2007,11,1,0,1,0,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,42.006858,-87.675919,0
123,6/26/07,6,2007,14,2,0,0,1,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.944869,-87.832763,0
124,6/26/07,6,2007,14,3,0,1,0,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.944869,-87.832763,0
125,6/26/07,6,2007,15,1,0,0,1,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.953067,-87.776792,0
126,6/26/07,6,2007,15,1,0,1,0,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.953705,-87.733974,0
127,6/26/07,6,2007,30,1,0,1,0,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.95469,-87.800991,0
128,6/26/07,6,2007,18,1,0,1,0,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.95469,-87.800991,0
129,6/26/07,6,2007,21,1,0,1,0,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.95469,-87.800991,0
130,6/26/07,6,2007,21,5,0,0,1,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.958271,-87.702575,0
131,6/26/07,6,2007,21,1,0,1,0,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.963976,-87.69181,0
132,6/26/07,6,2007,22,2,0,0,1,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.964242,-87.757639,0
133,6/26/07,6,2007,22,2,0,1,0,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.979243,-87.750938,0
134,6/26/07,6,2007,22,5,0,1,0,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.961743,-87.76007,0
135,6/26/07,6,2007,25,1,0,0,1,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.961743,-87.76007,0
136,6/26/07,6,2007,25,1,0,0,1,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.986921,-87.689778,0
137,6/26/07,6,2007,25,6,0,1,0,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.986921,-87.689778,0
138,6/26/07,6,2007,27,1,0,1,0,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.990284,-87.797127,0
139,6/26/07,6,2007,28,1,0,1,0,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.990284,-87.797127,0
140,6/26/07,6,2007,42,20,0,0,1,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.991429,-87.747113,0
141,6/26/07,6,2007,35,1,0,0,1,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.994991,-87.769279,0
142,6/26/07,6,2007,35,4,0,1,0,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.994991,-87.769279,0
143,6/26/07,6,2007,11,1,1,0,0,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.999128999999996,-87.795585,0
144,6/26/07,6,2007,11,10,0,0,1,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.999128999999996,-87.795585,0
145,6/26/07,6,2007,38,1,0,1,0,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.921177,-87.79518,0
146,6/26/07,6,2007,11,19,0,1,0,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,42.008314,-87.77792099999999,0
147,6/26/07,6,2007,53,1,0,0,1,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.916265,-87.800515,0
148,6/26/07,6,2007,42,6,1,0,0,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,41.916265,-87.800515,0
149,6/26/07,6,2007,96,5,0,1,0,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,42.011601,-87.81150600000001,0
150,6/26/07,6,2007,42,25,0,1,0,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,42.011601,-87.81150600000001,0
151,6/26/07,6,2007,43,1,0,1,0,91,73,82,10,69,72.0,0.16,29.45,30.09,7.3,61.59006015,73.4,0.112166667,59.46433602,42.01743,-87.68776899999999,0
