,Station_Station1,WeatherLat_Station1,WeatherLon_Station1,Date,Tmax_Station1,Tmin_Station1,Tavg_Station1,Depart_Station1,DewPoint_Station1,WetBulb_Station1,Heat_Station1,Cool_Station1,Sunrise_Station1,Sunset_Station1,CodeSum_Station1,PrecipTotal_Station1,StnPressure_Station1,SeaLevel_Station1,ResultSpeed_Station1,ResultDir_Station1,AvgSpeed_Station1,sunrise_new_Station1,sunrise_new1_Station1,sunset_new_Station1,sunset_new1_Station1,Station_Station2,WeatherLat_Station2,WeatherLon_Station2,Tmax_Station2,Tmin_Station2,Tavg_Station2,Depart_Station2,DewPoint_Station2,WetBulb_Station2,Heat_Station2,Cool_Station2,Sunrise_Station2,Sunset_Station2,CodeSum_Station2,PrecipTotal_Station2,StnPressure_Station2,SeaLevel_Station2,ResultSpeed_Station2,ResultDir_Station2,AvgSpeed_Station2,sunrise_new_Station2,sunrise_new1_Station2,sunset_new_Station2,sunset_new1_Station2,WetBulb_Station1_c,Tavg_Station1_c,WetBulb_Station2_c,Tavg_Station2_c,rel_hum_station1,rel_hum_station2,DZ1,FG1,VCFG1,GR1,BR1,TS1,SQ1,BCFG1,SN1,HZ1,TSRA1,VCTS1,FG+1,RA1,NO EVENT1,FU1,DZ2,FG2,VCFG2,GR2,BR2,TS2,SQ2,BCFG2,SN2,HZ2,TSRA2,VCTS2,FG+2,RA2,NO EVENT2,FU2
11,1,41.995,-87.933,2007-05-12,64,46,55,-2,36,46.0,10, 0,0435,1901,NO EVENT,0.0,29.49,30.2,12.4,3,12.9,0435,04:35:00,1901,19:01:00,2,41.786,-87.752,65,47,56,-2,37,46.0,9, 0,-,-,NO EVENT,0.0,29.54,30.19,12.7,1,13.0,0000,00:00:00,0000,00:00:00,7.777777777777778,12.777777777777777,7.777777777777778,13.333333333333332,48.73497725040684,44.5472842275209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,41.995,-87.933,2007-05-13,69,43,56,-2,33,46.0,9, 0,0434,1902,NO EVENT,0.0,29.49,30.24,6.6,14,8.1,0434,04:34:00,1902,19:02:00,2,41.786,-87.752,69,44,57,-2,32,46.0,8, 0,-,-,NO EVENT,0.0,29.55,30.24,6.4,11,7.6,0000,00:00:00,0000,00:00:00,7.777777777777778,13.333333333333332,7.777777777777778,13.88888888888889,44.5472842275209,40.60270392467883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,41.995,-87.933,2007-05-14,90,56,73,15,47,59.0,0, 8,0433,1903,NO EVENT,0.0,29.23,29.97,16.9,21,17.3,0433,04:33:00,1903,19:03:00,2,41.786,-87.752,90,54,72,15,45,58.0,0, 7,-,-,NO EVENT,0.0,29.31,29.98,14.1,21,14.6,0000,00:00:00,0000,00:00:00,15.0,22.77777777777778,14.444444444444445,22.22222222222222,42.42053941541489,41.649314240969034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,41.995,-87.933,2007-05-15,80,57,69,11,56,61.0,0, 4,0432,1904,RA BR,0.38,29.13,29.84,8.1,27,12.3,0432,04:32:00,1904,19:04:00,2,41.786,-87.752,82,56,69,11,56,61.0,0, 4,-,-,TSRA RA BR,0.6,29.19,29.83,8.1,25,10.8,0000,00:00:00,0000,00:00:00,16.11111111111111,20.555555555555554,16.11111111111111,20.555555555555554,63.15436220397823,63.15436220397823,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
15,1,41.995,-87.933,2007-05-16,66,44,55,-4,43,48.0,10, 0,0431,1905,RA BR,0.14,29.33,30.03,7.8,36,12.2,0431,04:31:00,1905,19:05:00,2,41.786,-87.752,64,45,55,-4,42,47.0,10, 0,-,-,RA BR,0.07,29.39,30.03,8.0,36,11.8,0000,00:00:00,0000,00:00:00,8.88888888888889,12.777777777777777,8.333333333333334,12.777777777777777,59.40047342983002,54.01952450627472,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16,1,41.995,-87.933,2007-05-17,62,43,53,-6,32,43.0,12, 0,0430,1906,NO EVENT,0.0,29.55,30.27,10.5,3,11.3,0430,04:30:00,1906,19:06:00,2,41.786,-87.752,61,44,53,-6,32,43.0,12, 0,-,-,NO EVENT,0.0,29.62,30.27,11.7,1,12.2,0000,00:00:00,0000,00:00:00,6.111111111111112,11.666666666666668,6.111111111111112,11.666666666666668,41.425189772827956,41.425189772827956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,41.995,-87.933,2007-05-18,71,42,57,-3,30,46.0,8, 0,0429,1907,NO EVENT,0.0,29.53,30.25,5.4,25,7.5,0429,04:29:00,1907,19:07:00,2,41.786,-87.752,70,43,57,-3,31,47.0,8, 0,-,-,NO EVENT,0.0,29.6,30.26,3.4,22,5.5,0000,00:00:00,0000,00:00:00,7.777777777777778,13.88888888888889,8.333333333333334,13.88888888888889,40.60270392467883,45.514878048222094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,41.995,-87.933,2007-05-19,80,56,68, 8,39,53.0,0, 3,0428,1908,NO EVENT,0.0,29.34,30.08,11.1,24,11.4,0428,04:28:00,1908,19:08:00,2,41.786,-87.752,80,56,68, 8,37,53.0,0, 3,-,-,NO EVENT,0.0,29.41,30.08,11.1,23,11.4,0000,00:00:00,0000,00:00:00,11.666666666666668,20.0,11.666666666666668,20.0,34.516506632442805,34.516506632442805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,41.995,-87.933,2007-05-20,69,43,56,-5,40,44.0,9, 0,0427,1909,RA VCTS,0.07,29.38,30.11,10.4,4,10.7,0427,04:27:00,1909,19:09:00,2,41.786,-87.752,69,44,57,-5,41,45.0,8, 0,-,-,TSRA RA,0.11,29.44,30.11,8.6,3,9.7,0000,00:00:00,0000,00:00:00,6.666666666666666,13.333333333333332,7.222222222222222,13.88888888888889,34.6270010424944,35.77775289687403,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,1,41.995,-87.933,2007-05-21,80,44,62, 1,50,56.0,3, 0,0426,1910,NO EVENT,0.0,29.33,30.06,6.3,11,8.2,0426,04:26:00,1910,19:10:00,2,41.786,-87.752,79,46,63, 1,50,57.0,2, 0,-,-,NO EVENT,0.0,29.39,30.05,6.3,10,7.8,0000,00:00:00,0000,00:00:00,13.333333333333332,16.666666666666668,13.88888888888889,17.22222222222222,68.75304422026709,69.2338378625876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,41.995,-87.933,2007-05-22,87,55,71,10,46,58.0,0, 6,0425,1911,NO EVENT,0.0,29.34,30.06,10.0,18,10.2,0425,04:25:00,1911,19:11:00,2,41.786,-87.752,87,60,74,10,44,58.0,0, 9,-,-,NO EVENT,0.0,29.41,30.05,10.1,16,10.6,0000,00:00:00,0000,00:00:00,14.444444444444445,21.666666666666664,14.444444444444445,23.333333333333336,44.543741627754166,36.299988729355654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,41.995,-87.933,2007-05-23,89,60,75,14,49,61.0,0,10,0425,1912,NO EVENT,0.0,29.39,30.1,11.4,19,11.8,0425,04:25:00,1912,19:12:00,2,41.786,-87.752,89,66,78,14,48,61.0,0,13,-,-,NO EVENT,0.0,29.47,30.1,10.9,18,11.2,0000,00:00:00,0000,00:00:00,16.11111111111111,23.88888888888889,16.11111111111111,25.555555555555554,43.891576476758694,36.26363925743681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,41.995,-87.933,2007-05-24,88,63,76,14,54,63.0,0,11,0424,1913,RA HZ,0.02,29.41,30.11,14.9,21,17.3,0424,04:24:00,1913,19:13:00,2,41.786,-87.752,88,66,77,14,53,63.0,0,12,-,-,RA HZ,0.02,29.47,30.1,13.8,20,15.2,0000,00:00:00,0000,00:00:00,17.22222222222222,24.444444444444446,17.22222222222222,25.0,48.03818019735905,45.273558584998206,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,1,41.995,-87.933,2007-05-25,70,56,63, 1,44,53.0,2, 0,0423,1914,NO EVENT,0.09,29.51,30.24,4.9,5,8.8,0423,04:23:00,1914,19:14:00,2,41.786,-87.752,66,57,62, 1,46,53.0,3, 0,-,-,RA BR,0.09,29.57,30.23,4.5,5,8.2,0000,00:00:00,0000,00:00:00,11.666666666666668,17.22222222222222,11.666666666666668,16.666666666666668,50.65514758964662,54.45671150207681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,1,41.995,-87.933,2007-05-26,65,49,57,-5,55,56.0,8, 0,0422,1915,TSRA RA BR HZ,1.01,29.36,30.11,2.8,17,7.2,0422,04:22:00,1915,19:15:00,2,41.786,-87.752,70,50,60,-5,55,57.0,5, 0,-,-,TSRA RA BR,0.28,29.42,30.1,2.5,15,7.8,0000,00:00:00,0000,00:00:00,13.333333333333332,13.88888888888889,13.88888888888889,15.555555555555555,94.07156214277387,83.39588686216423,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
26,1,41.995,-87.933,2007-05-27,75,57,66, 4,47,56.0,0, 1,0422,1916,RA BR,0.04,29.34,30.06,8.9,26,9.5,0422,04:22:00,1916,19:16:00,2,41.786,-87.752,75,59,67, 4,49,57.0,0, 2,-,-,RA BR,0.08,29.41,30.05,8.2,24,9.2,0000,00:00:00,0000,00:00:00,13.333333333333332,18.88888888888889,13.88888888888889,19.444444444444443,52.853988842173315,53.53926714563554,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,1,41.995,-87.933,2007-05-28,79,50,65, 2,47,56.0,0, 0,0421,1916,RA,0.0,29.43,30.15,4.8,10,5.3,0421,04:21:00,1916,19:16:00,2,41.786,-87.752,76,54,65, 2,49,57.0,0, 0,-,-,NO EVENT,0.0,29.49,30.14,4.7,8,5.2,0000,00:00:00,0000,00:00:00,13.333333333333332,18.333333333333332,13.88888888888889,18.333333333333332,56.51478847677159,60.97013282542778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1,41.995,-87.933,2007-05-29,88,60,74,10,58,65.0,0, 9,0421,1917,BR HZ,0.0,29.39,30.11,5.8,18,6.5,0421,04:21:00,1917,19:17:00,2,41.786,-87.752,88,65,77,10,59,66.0,0,12,-,-,BR HZ,0.0,29.44,30.09,5.8,16,7.4,0000,00:00:00,0000,00:00:00,18.333333333333332,23.333333333333336,18.88888888888889,25.0,61.60010252228966,55.68829304591907,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
29,1,41.995,-87.933,2007-05-30,87,66,77,13,58,65.0,0,12,0420,1918,HZ,0.0,29.31,30.04,10.3,19,10.6,0420,04:20:00,1918,19:18:00,2,41.786,-87.752,89,70,80,13,57,66.0,0,15,-,-,HZ,0.0,29.38,30.03,9.7,17,10.1,0000,00:00:00,0000,00:00:00,18.333333333333332,25.0,18.88888888888889,26.666666666666664,52.144978324689006,47.19435644893565,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,1,41.995,-87.933,2007-05-31,78,65,72, 8,61,65.0,0, 7,0420,1919,RA HZ,0.01,29.28,30.0,9.3,19,9.9,0420,04:20:00,1919,19:19:00,2,41.786,-87.752,80,68,74, 8,61,66.0,0, 9,-,-,RA BR,0.53,29.34,29.99,8.9,18,9.2,0000,00:00:00,0000,00:00:00,18.333333333333332,22.22222222222222,18.88888888888889,23.333333333333336,68.72488443255595,65.51852348282404,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31,1,41.995,-87.933,2007-06-01,85,62,74,10,63,66.0,0, 9,0419,1920,TSRA BR HZ,0.19,29.19,29.91,4.2,17,6.4,0419,04:19:00,1920,19:20:00,2,41.786,-87.752,86,67,77,10,63,67.0,0,12,-,-,TSRA BR HZ,0.21,29.25,29.9,4.7,16,5.8,0000,00:00:00,0000,00:00:00,18.88888888888889,23.333333333333336,19.444444444444443,25.0,65.51852348282404,59.30581097006551,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
32,1,41.995,-87.933,2007-06-02,81,65,73, 9,63,67.0,0, 8,0419,1920,RA BR,0.04,29.03,29.77,6.5,22,7.4,0419,04:19:00,1920,19:20:00,2,41.786,-87.752,81,68,75, 9,62,67.0,0,10,-,-,RA BR,0.04,29.1,29.76,7.5,21,8.2,0000,00:00:00,0000,00:00:00,19.444444444444443,22.77777777777778,19.444444444444443,23.88888888888889,73.26607988696125,65.9487844115438,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33,1,41.995,-87.933,2007-06-03,78,62,70, 6,60,63.0,0, 5,0418,1921,TSRA RA BR HZ,0.01,28.82,29.56,5.2,25,6.7,0418,04:18:00,1921,19:21:00,2,41.786,-87.752,77,64,71, 6,60,64.0,0, 6,-,-,RA BR HZ VCTS,0.32,28.87,29.54,4.9,24,7.2,0000,00:00:00,0000,00:00:00,17.22222222222222,21.11111111111111,17.77777777777778,21.666666666666664,67.87971694291606,68.30894892003464,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
34,1,41.995,-87.933,2007-06-04,71,58,65, 1,58,60.0,0, 0,0418,1922,TSRA RA BR,0.39,28.82,29.52,7.8,31,9.7,0418,04:18:00,1922,19:22:00,2,41.786,-87.752,72,56,64, 1,57,60.0,1, 0,-,-,RA BR,0.31,28.88,29.51,7.9,30,10.1,0000,00:00:00,0000,00:00:00,15.555555555555555,18.333333333333332,15.555555555555555,17.77777777777778,74.87606468274417,79.39596997357896,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35,1,41.995,-87.933,2007-06-05,64,47,56,-9,48,51.0,9, 0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,0417,04:17:00,1923,19:23:00,2,41.786,-87.752,63,51,57,-9,47,52.0,8, 0,-,-,RA BR,0.27,29.16,29.78,6.2,3,8.1,0000,00:00:00,0000,00:00:00,10.555555555555555,13.333333333333332,11.11111111111111,13.88888888888889,70.97591100153554,71.47153712840681,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36,1,41.995,-87.933,2007-06-06,71,44,58,-8,48,55.0,7, 0,0417,1923,RA,0.01,29.07,29.81,10.8,17,11.4,0417,04:17:00,1923,19:23:00,2,41.786,-87.752,73,48,61,-8,47,55.0,4, 0,-,-,RA,0.01,29.13,29.82,9.6,15,10.6,0000,00:00:00,0000,00:00:00,12.777777777777777,14.444444444444445,12.777777777777777,16.11111111111111,82.84484801668833,68.25566942540078,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1,41.995,-87.933,2007-06-07,91,71,81,15,62,69.0,0,16,0417,1924,NO EVENT,0.0,28.84,29.55,22.7,20,23.1,0417,04:17:00,1924,19:24:00,2,41.786,-87.752,92,71,82,15,61,68.0,0,17,-,-,NO EVENT,0.0,28.91,29.55,20.3,19,20.7,0000,00:00:00,0000,00:00:00,20.555555555555554,27.22222222222222,20.0,27.77777777777778,54.338008808863805,48.38237026597268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,41.995,-87.933,2007-06-08,81,57,69, 3,53,61.0,0, 4,0417,1925,NO EVENT,0.0,29.18,29.85,10.9,28,13.8,0417,04:17:00,1925,19:25:00,2,41.786,-87.752,81,63,72, 3,54,62.0,0, 7,-,-,NO EVENT,0.0,29.24,29.83,9.3,26,12.4,0000,00:00:00,0000,00:00:00,16.11111111111111,20.555555555555554,16.666666666666668,22.22222222222222,63.15436220397823,56.64970405383005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,41.995,-87.933,2007-06-09,79,52,66, 0,47,57.0,0, 1,0416,1925,NO EVENT,0.0,29.36,30.07,0.3,33,5.0,0416,04:16:00,1925,19:25:00,2,41.786,-87.752,79,57,68, 0,49,58.0,0, 3,-,-,NO EVENT,0.0,29.42,30.05,2.4,19,4.7,0000,00:00:00,0000,00:00:00,13.88888888888889,18.88888888888889,14.444444444444445,20.0,57.1559852756216,54.202320582358055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1,41.995,-87.933,2007-06-10,81,55,68, 1,51,59.0,0, 3,0416,1926,NO EVENT,0.0,29.34,30.05,4.8,17,5.6,0416,04:16:00,1926,19:26:00,2,41.786,-87.752,81,61,71, 1,50,60.0,0, 6,-,-,NO EVENT,0.0,29.39,30.04,4.6,16,5.8,0000,00:00:00,0000,00:00:00,15.0,20.0,15.555555555555555,21.666666666666664,58.376542029112976,52.148746884248496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,41.995,-87.933,2007-06-11,86,58,72, 5,52,61.0,0, 7,0416,1926,NO EVENT,0.0,29.41,30.11,4.9,11,6.9,0416,04:16:00,1926,19:26:00,2,41.786,-87.752,85,65,75, 5,51,61.0,0,10,-,-,NO EVENT,0.0,29.47,30.09,6.6,9,8.4,0000,00:00:00,0000,00:00:00,16.11111111111111,22.22222222222222,16.11111111111111,23.88888888888889,52.78580676311682,43.891576476758694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,41.995,-87.933,2007-06-12,83,62,73, 5,50,60.0,0, 8,0416,1927,NO EVENT,0.0,29.44,30.16,8.3,5,8.8,0416,04:16:00,1927,19:27:00,2,41.786,-87.752,82,66,74, 5,51,61.0,0, 9,-,-,NO EVENT,0.0,29.49,30.14,9.4,5,10.0,0000,00:00:00,0000,00:00:00,15.555555555555555,22.77777777777778,16.11111111111111,23.333333333333336,46.00801647737837,46.70601552110883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,41.995,-87.933,2007-06-13,87,60,74, 6,53,62.0,0, 9,0416,1927,NO EVENT,0.0,29.36,30.09,7.2,5,8.6,0416,04:16:00,1927,19:27:00,2,41.786,-87.752,86,68,77, 6,53,62.0,0,12,-,-,NO EVENT,0.0,29.36,30.09,7.0,5,8.6,0000,00:00:00,0000,00:00:00,16.666666666666668,23.333333333333336,16.666666666666668,25.0,50.31653945774479,41.941849332280015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
